folio,fecha,importe,concepto,comentarios,evento_id,proveedor_id,tipo_gasto
1850,2025-01-09 17:08:15,3875,pago,COMISION DIRECCION VENTAS 155 PAX *$25 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16285,113,55,efe
1851,2025-01-09 17:09:00,1000,pago,COMPRAS WALMART - TAKE 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16286,113,304,efe
1852,2025-01-09 17:10:16,1300,pago,JEFE OPERATIVO - PABLO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16287,113,233,efe
1853,2025-01-09 17:12:34,1300,pago,CHOFER OPERATIVO - EMILIO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16288,113,43,efe
1854,2025-01-09 17:16:12,1100,pago,OPERATIVO - ARMANDO PEREZ 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16289,113,43,efe
1855,2025-01-09 17:19:19,700,pago,OPERADOR CABINA- TAKESHITO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16290,113,43,efe
1856,2025-01-09 17:23:37,900,pago,JEFE EDECAN - WENDY 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16291,113,109,efe
1857,2025-01-09 17:26:01,700,pago,EDECAN - DANNA 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16292,113,43,efe
1858,2025-01-09 17:29:51,1200,pago,MAESTRO DE CEREMONIA - NACHO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16293,113,205,efe
1859,2025-01-09 17:31:17,700,pago,BARTENDER $700 - PUGA 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16294,113,271,efe
1860,2025-01-09 17:32:04,100,pago,TAXI PROMOTOR - FERNANDO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16295,113,152,efe
1861,2025-01-09 17:33:27,1000,pago,GASOLINA URVAN SANTANDER 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16296,113,302,efe
1862,2025-01-09 17:34:29,300,pago,DESAYUNO OPERATIVOS 3*100 - TAKE 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16297,113,304,efe
1863,2025-01-09 17:35:43,300,pago,COMIDAS STAFF 3*100 - TAKE 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16298,113,304,efe
1864,2025-01-09 17:37:01,2200,pago,NÓMINA LUCES Y AUDIO - GUSTAVO (2) 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16299,113,225,efe
1865,2025-01-09 17:38:04,400,pago,COMIDAS LUCES Y AUDIO - GUSTAVO (2) 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16300,113,225,efe
1866,2025-01-09 17:38:58,1100,pago,PROPINAS EVENTO - 2 CAPITANES / 1 MESERO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16301,113,67,efe
1867,2025-01-09 17:39:38,3000,pago,MARIACHI - TORRES 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16302,113,201,efe
1868,2025-01-09 17:41:04,289,pago,BIRRETES 17*$17 - ERIKA 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16303,113,138,efe
1869,2025-01-09 17:41:41,50,pago,CAJA BIRRETES (1*10) Y GASOLINA $40- ERIKA 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16304,113,138,efe
1870,2025-01-09 17:42:27,450,pago,MECHUDOS 45*10 - NANCY 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16305,113,206,efe
1871,2025-01-09 17:43:36,2497,pago,ROSA ISELA - BATUCADA LED 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16306,113,280,efe
1872,2025-01-09 17:44:37,3500,pago,DJ ERICK PLATINUM 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16307,113,115,efe
1873,2025-01-09 17:45:28,3500,pago,COMPRA DE LUCES ROBOTICAS - GUSTAVO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16308,113,225,efe
1874,2025-01-09 17:46:21,400,pago,CARRO SHOTS - PUGA 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16309,113,271,efe
1875,2025-01-09 17:47:05,2500,pago,PERFORMANCE- FERNANDO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16310,113,152,efe
1876,2025-01-09 17:48:30,990,pago,Recarga tanque CO2 Pistola (1) - TAKESHI 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16311,113,304,efe
1877,2025-01-09 17:50:11,1440,pago,ILUMINACION DE PAREDES 16*$90 - APARICIO 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16312,113,49,efe
1878,2025-01-09 17:51:20,1500,pago,DULCES PARA MESA DE DULCES - TAKESHI 11 DE ENERO 2025 - CANDILES - FERNANDO RODRIGUEZ folio:G2023-16313,113,304,efe
1879,2025-01-09 18:28:37,145777,anticipo,"RENTA SALON GAUDI 11 ENERO 2025 - GAUDI - ESTEBAN 
PAGO CENA ADULTO 195 PAX *$760 $ 148,200.00 
PAGO CENA NIÑO 5PAX* $480 - $ 2,400.00 
CORTESIAS CON COSTO ADULTO 2 PAX*$760 $ 1,520.00 
CORTESIAS CON COSTO NIÑO 2 PAX*$480 $ 960.00 
COMITE INVITADO 10*260 $ 2,600.00 
DESCORCHE MESA DE DULCES $ 150.00 
DESCORCHE CABINA DE FOTOS $ 570.00 
IVA $ 4,377.00 
MENOS ANTICIPO $ -15,000.00 folio:G2023-16314",114,154,efe
1880,2025-01-09 18:38:25,348400,anticipo,"PAGO CENA ADULTO 865PAX *$380 $ 328,700.00 
PAGO CENA NIÑO 28 PAX* $190 $ 5,320.00 
CORTESIAS CON COSTO 51 PAX*$380 $ 19,380.00 
MENOS ANTICIPO $ -5,000.00 folio:G2023-16315",116,176,efe
1881,2025-01-09 18:39:49,1300,pago,PROPINA CRISTALERIA ISABEL OTERO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16316,116,176,efe
1882,2025-01-09 18:40:46,500,pago,PERSONAL LIMPIEZA ISABEL OTERO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16317,116,176,efe
1883,2025-01-09 18:44:12,87357.5,pago,"PAGO CENA ADULTO 210 PAX *$395 $ 82,950.00 
PAGO CENA NIÑO 11 PAX* $197.50 $ 2,172.50 
CORTESIAS CON COSTO 13 PAX*$395 - $ 5,135.00 
CARPA PARA COCINA $ 2,100.00 
MENOS ANTICIPO $ -5,000.00 folio:G2023-16318",115,176,efe
1884,2025-01-09 18:46:01,650,pago,AYUDANTE DE CRISTALERIA ISABEL OTERO 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16319,115,176,efe
1885,2025-01-09 18:47:07,500,pago,PERSONAL DE LIMPIEZA ISABEL OTERO 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16320,115,176,efe
1886,2025-01-09 19:58:05,3150,pago,COMISION DIRECCION DE VENTAS 210 PAX*15 folio:G2023-16322,115,263,efe
1887,2025-01-09 20:16:34,8287,pago,ANTICIPO PARA EVENTO 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16323,114,255,efe
1888,2025-01-09 20:20:03,5700,pago,ANTICIPO DE COMISION PARA MARIACHI $3000 Y GLAM CAM HECTOR EVENTO 11 DE ENERO 25 POLIFORUM $700 Y $2000 folio:G2023-16324,125,263,efe
1889,2025-01-09 20:25:51,8288,pago,"COMISION PROMOTOR ESTEBAN 195 PAX*85 11 ENERO 2025 - GAUDI - ESTEBAN
MENOS ANTICIPO FOLIOG2023-16323 -$8,287 folio:G2023-16325",114,255,efe
1890,2025-01-09 20:31:49,4875,pago,COMISION DIRECCION DE VENTAS 195 PAX*25 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16326,114,55,efe
1891,2025-01-09 20:34:04,1000,pago,COMPRAS WALMART- TAKESHI 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16327,114,304,efe
1892,2025-01-09 20:36:35,1300,pago,JEFE OPERATIVO - SHOCKER 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16328,114,227,efe
1893,2025-01-09 20:50:17,10000,anticipo,ANTICIPO EVENTO 6 DIC. 2025 CANDILES POLANCO folio:G2023-16330,184,67,efe
1894,2025-01-09 21:08:26,1300,pago,CHOFER OPERATIVO - BRYAN 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16331,114,43,efe
1895,2025-01-09 21:11:36,1100,pago,OPERATIVO - SEBASTIAN 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16333,114,43,efe
1896,2025-01-09 21:13:15,700,pago,GLAM CAM - ALEXIS 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16334,114,211,efe
1897,2025-01-09 21:16:03,900,pago,JEFE EDECAN - MONTSE 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16335,114,130,efe
1898,2025-01-09 21:17:29,700,pago,EDECAN - VANIA 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16336,114,43,efe
1899,2025-01-09 21:20:00,1200,pago,MAESTRO DE CEREMONIAS - NACHO 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16337,114,205,efe
1900,2025-01-09 21:23:19,700,pago,BARTENDER (1) - PUGA 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16338,114,271,efe
1901,2025-01-09 22:07:21,100,pago,TAXI PROMOTOR - ESTEBAN 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16339,114,255,efe
1902,2025-01-09 22:08:11,1250,pago,RENTA URVAN - JUAN CARLOS 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16340,114,302,efe
1903,2025-01-09 22:09:38,500,pago,GASOLINA 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16341,114,302,efe
1904,2025-01-09 22:10:34,300,pago,DESAYUNO OPERATIVOS 3*100 - TAKESHI 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16342,114,304,efe
1905,2025-01-09 22:11:14,300,pago,COMIDAS STAFF 3 *100 - TAKESHI 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16343,114,304,efe
1906,2025-01-09 22:12:35,2200,pago,DECORACION - GUSTAVO 2*1100 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16344,114,225,efe
1907,2025-01-09 22:13:41,400,pago,COMIDA DECORACION - GUSTAVO 2*200 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16345,114,225,efe
1908,2025-01-09 22:14:55,1100,pago,PROPINAS EVENTO - 2 CAPITANES / 1 MESERO 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16346,114,154,efe
1909,2025-01-09 22:15:39,4000,pago,MARIACHI - TORRES 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16347,114,201,efe
1910,2025-01-09 22:22:00,340,pago,BIRRETES 20*$17 - ERIKA 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16350,114,138,efe
1911,2025-01-09 22:22:50,50,pago,CAJA BIRRETES 2*10 Y GASOLINA 40 - ERIKA 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16351,114,138,efe
1912,2025-01-09 22:25:42,3213,pago,ROSA ISELA - BATUCADA LED 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16352,114,280,efe
1913,2025-01-09 22:26:39,3500,pago,PERFORMANCE- FERNANDO 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16353,114,152,efe
1914,2025-01-09 22:27:25,990,pago,Recarga tanque CO2 INFRA (2)- TAKESHI 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16354,114,304,efe
1915,2025-01-09 22:28:49,900,pago,ILUMINACION PAREDES - APARICIO 10*90 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16355,114,49,efe
1916,2025-01-09 22:29:01,1200,pago,COMPRAS WALMART - TAKESHI folio:G2023-16356,115,304,efe
1917,2025-01-09 22:32:05,1300,pago,JEFE OPERATIVO - EZEQUIEL folio:G2023-16357,115,223,efe
1918,2025-01-09 22:34:52,54280,pago,"RENTA SALON TERRAZA BELVEDERE $ 8,000.00 
IVA SALON $ 3,200.00 
PAGO CENA ADULTO 148 PAX *$670 $ 99,160.00 
PAGO CENA NIÑO 2 PAX* $670 $ 1,340.00 
MENOS ANTICIPO $ -57,420.00 folio:G2023-16358",117,294,efe
1919,2025-01-09 22:39:35,13500,pago,COMISION PROMOTOR KARLA 180 PAX*75 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16359,117,260,efe
1920,2025-01-09 22:40:56,3700,pago,COMISION DIRECCION DE VENTAS 148 PAX*25 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16360,117,55,efe
1921,2025-01-09 22:42:43,1000,pago,COMPRAS WALMART TAKESHI 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16361,117,304,efe
1922,2025-01-09 22:45:49,1300,pago,JEFE OPERATIVO - DANY PELON 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16362,117,216,efe
1923,2025-01-09 22:46:42,1100,pago,OPERATIVO - AXEL folio:G2023-16363,115,211,efe
1924,2025-01-09 22:53:55,1100,pago,OPERATIVO - RICARDO folio:G2023-16365,115,304,efe
1925,2025-01-09 23:01:43,700,pago,JEFA DE EDECANES - JAZMIN folio:G2023-16366,115,145,efe
1926,2025-01-09 23:06:09,0,pago,EDECAN - ESMERALDA /11 ENERO 2025 - POLYFORUM- MARISABEL SE CANCELA X ERROR EN EL IMPORTE folio:G2023-16367,115,117,efe
1927,2025-01-09 23:10:26,700,pago,EDECAN - ESMERALDA / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16369,115,117,efe
1928,2025-01-09 23:13:29,700,pago,BOLETEROS ELI / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16370,115,47,efe
1929,2025-01-09 23:15:36,700,pago,"OPERADOR GLAM CAM - HECTOR / 11 ENERO 2025 - POLYFORUM- MARISABEL
 folio:G2023-16371",115,304,efe
1930,2025-01-09 23:18:07,0,pago,BARTENDER (1) PUGA / 11 ENERO 2025 - POLYFORUM- MARISABEL SE CANCELA X ERROR EN EL IMPORTE folio:G2023-16372,115,271,efe
1931,2025-01-09 23:18:37,1100,pago,OPERATIVO - MARIANO 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16373,117,43,efe
1932,2025-01-09 23:19:52,1100,pago,OPERATIVO - LUIS PEREZ 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16374,117,229,efe
1933,2025-01-09 23:20:53,800,pago,BARTENDER (1) - PUGA / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16375,115,271,efe
1934,2025-01-09 23:32:37,100,pago,TAXI PROMOTOR - MARISABEL / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16377,115,263,efe
1935,2025-01-09 23:33:01,700,pago,OPERADOR CABINA DE FOTOS - FIDEL 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16378,117,43,efe
1936,2025-01-09 23:36:48,900,pago,JEFE EDECAN - ALISON 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16380,117,43,efe
1937,2025-01-09 23:38:16,1000,pago,MAESTRO DE CEREMONIAS -YOHAN / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16382,115,300,efe
1938,2025-01-09 23:38:56,700,pago,EDECAN - JOCELIN 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16383,117,43,efe
1939,2025-01-09 23:40:04,700,pago,BOLETEROS ELI 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16384,117,47,efe
1940,2025-01-09 23:40:21,1250,pago,RENTA URVAN JUAN CARLOS / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16385,115,302,efe
1941,2025-01-09 23:44:59,1000,pago,MAESTRO DE CEREMONIAS - ABDIEL 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16386,117,43,efe
1942,2025-01-09 23:45:55,700,pago,BARTENDER (1) - PUGA 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16387,117,271,efe
1943,2025-01-09 23:46:47,500,pago,GASOLINA URVAN / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16388,115,302,efe
1944,2025-01-09 23:46:55,100,pago,TAXI PROMOTOR KARLA 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16389,117,260,efe
1945,2025-01-09 23:48:00,1800,pago,RENTA MATE ABDIEL 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16390,117,43,efe
1946,2025-01-09 23:49:48,300,pago,DESAYUNO OPERATIVOS 3*100 - TAKE / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16391,115,304,efe
1947,2025-01-09 23:49:55,500,pago,GASOLINA URVAN 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16392,117,302,efe
1948,2025-01-09 23:50:56,300,pago,DESAYUNO OPERATIVOS 3*100 - TAKE 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16393,117,304,efe
1949,2025-01-09 23:51:45,300,pago,COMIDAS STAFF 3*100 - TAKE 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16394,117,304,efe
1950,2025-01-09 23:53:09,1100,pago,PROPINAS EVENTO - 6 CAPITANES / 2 MESERO 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16395,117,43,efe
1951,2025-01-09 23:54:04,300,pago,COMIDAS STAFF 3*100 - TAKE / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16396,115,304,efe
1952,2025-01-09 23:54:22,4000,pago,MARIACHI - TORRES 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16397,117,201,efe
1953,2025-01-09 23:55:23,255,pago,BIRRETES 15*$17 - ERIKA 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16398,117,138,efe
1954,2025-01-09 23:56:47,50,pago,CAJA DE BIRRETES 1 Y GASOLINA - ERIKA 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16399,117,138,efe
1955,2025-01-09 23:57:42,450,pago,MECHUDOS 45*10 - NANCY 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16400,117,206,efe
1956,2025-01-09 23:58:40,2497,pago,ROSA ISELA - BATUCADA LED 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16401,117,280,efe
1957,2025-01-09 23:59:05,1500,pago,PROPINAS EVENTO - 3 CAPITANES / 1 MESERO / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16402,115,260,efe
1958,2025-01-09 23:59:34,13500,pago,DJ ALAN 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16403,117,89,efe
1959,2025-01-10 00:01:03,3500,pago,PERFORMANCE- FERNANDO 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16404,117,152,efe
1960,2025-01-10 00:02:13,1485,pago,Recarga tanque CO2 Pistola (1) - TAKESHI 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16405,117,304,efe
1961,2025-01-10 00:03:30,1080,pago,ILUMINACION DE PAREDES 12*$90 - APARICIO 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16406,117,49,efe
1962,2025-01-10 00:04:26,3000,pago,MARIACHI - TORRES / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16407,115,201,efe
1963,2025-01-10 00:04:50,1600,pago,MESA DE DULCES - TAKESHI 11 ENERO 2025 - TERRAZA BELVEDERE - KARLA MONTALVO folio:G2023-16408,117,304,efe
1964,2025-01-10 00:14:09,476,pago,BIRRETES 28*$17 - ERIKA / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16409,115,138,efe
1965,2025-01-10 00:16:34,60,pago,CAJA PARA BIRRETES 2 Y GASOLINA - ERIKA / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16410,115,138,efe
1966,2025-01-10 00:18:45,3500,pago,ROSA ISELA - BATUCADA LED / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16411,115,280,efe
1967,2025-01-10 00:21:24,11000,pago,DJ IVAN PRESTIGE / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16412,115,93,efe
1968,2025-01-10 00:24:09,500,pago,CARRO SHOT - ELI / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16413,115,47,efe
1969,2025-01-10 00:30:40,495,pago,Recarga tanque CO2 Pistola (1) - TAKESHI / 11 ENERO 2025 - POLYFORUM- MARISABEL folio:G2023-16414,115,304,efe
1970,2025-01-10 02:03:38,16050,pago,COMISION PROMOTOR FORESTA 107 PAX*150 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16417,116,55,efe
1971,2025-01-10 02:05:53,9425,pago,COMISION DIRECCION DE VENTAS SANTA RITA 377 PAX*25 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16418,116,55,efe
1972,2025-01-10 02:06:48,8600,pago,COMISION DIRECCION DE VENTAS CANDILES 344 PAX*25 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16419,116,55,efe
1973,2025-01-10 02:07:41,2675,pago,COMISION DIRECCION DE VENTAS SANTA RITA 107 PAX*25 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16420,116,55,efe
1974,2025-01-10 02:08:37,2000,pago,COMPRAS WALMART TAKESHI 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16421,116,304,efe
1975,2025-01-10 02:09:35,1300,pago,JEFE OPERATIVO - TAKESHI 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16422,116,304,efe
1976,2025-01-10 02:10:14,1300,pago,CHOFER OPERATIVO - DANY 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16423,116,216,efe
1977,2025-01-10 02:11:23,1100,pago,OPERATIVO - MARIANO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16424,116,43,efe
1978,2025-01-10 02:12:48,1100,pago,OPERATIVO - MIGUEL DIABLO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16425,116,218,efe
1979,2025-01-10 02:13:36,1100,pago,OPERATIVO - CRISTOPHER 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16426,116,43,efe
1980,2025-01-10 02:16:25,700,pago,OPERADOR CABINA DE FOTOS ERICK 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16427,116,43,efe
1981,2025-01-10 02:19:37,900,pago,JEFE EDECAN - DIANA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16428,116,112,efe
1982,2025-01-10 02:21:42,700,pago,EDECAN - ERIKA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16429,116,43,efe
1983,2025-01-10 02:22:25,700,pago,EDECAN - LUCERO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16430,116,43,efe
1984,2025-01-10 02:22:55,700,pago,EDECAN - BELEM 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16431,116,43,efe
1985,2025-01-10 02:25:42,1400,pago,BOLETEROS ELI 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16432,116,47,efe
1986,2025-01-10 02:27:03,800,pago,VALET PARKING - ADRIANA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16433,116,98,efe
1987,2025-01-10 02:29:25,2100,pago,APOYO VALET - ADRIANA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16434,116,98,efe
1988,2025-01-10 02:30:24,400,pago,PROPINA POLICIAS - LIZ 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16435,116,262,efe
1989,2025-01-10 02:31:02,2300,pago,BARTENDER (2) - PUGA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16436,116,271,efe
1990,2025-01-10 02:32:22,1000,pago,MAESTRO DE CEREMONIAS - SALVADOR 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16437,116,55,efe
1991,2025-01-10 02:33:05,100,pago,TAXI PROMOTOR - LIZ 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16438,116,262,efe
1992,2025-01-10 02:33:42,100,pago,TAXI PROMOTOR - FERNANDO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16439,116,152,efe
1993,2025-01-10 02:34:20,500,pago,DESAYUNO OPERATIVOS 5*100 - TAKE 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16440,116,304,efe
1994,2025-01-10 02:34:53,500,pago,COMIDAS STAFF 5*100 - TAKE 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16441,116,304,efe
1995,2025-01-10 02:35:24,1000,pago,GASOLINA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16442,116,302,efe
1996,2025-01-10 02:36:13,300,pago,PROPINA BASURA SANTA R ISABEL OTERO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16443,116,176,efe
1997,2025-01-10 02:36:59,2700,pago,PROPINAS EVENTO - 6 CAPITANES / 1 MESERO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16444,116,285,efe
1998,2025-01-10 02:37:46,2500,pago,RENTA CAMIONETA DE DECO - GUSTAVO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16445,116,225,efe
1999,2025-01-10 02:38:44,2000,pago,NOMINA DECORACION GUSTAVO (1) 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16446,116,225,efe
2000,2025-01-10 02:40:55,7500,pago,NOMINA DECORACION GUSTAVO 5*1500 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16447,116,225,efe
2001,2025-01-10 02:41:49,1200,pago,COMIDAS DECORACION 6*200 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16448,116,225,efe
2002,2025-01-10 02:42:43,7000,pago,BANDA - DANIEL 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16449,116,61,efe
2003,2025-01-10 02:43:48,2000,pago,ROSA ISELA - BATUCADA LED 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16450,116,280,efe
